timestamp,F,P,H,heat_demand,heat_satisfaction,PHR,eta_e,eta_h,profit,revenue_elec,revenue_heat,fuel_cost,boiler_fuel,SMP
126,82.07625,10.943266721927197,55.12013646849697,55.0,1.0,0.19853482634575195,0.13333049112169715,0.6715723058557984,-6394673.453947887,1138.5374697493055,2480406.1410823637,8876218.1325,0.0,104.04
127,98.27683396785524,13.487997911386374,66.0,66.0,1.0,0.20436360471797538,0.13724493725345366,0.6715723058557984,-7656807.991310423,1438.494977249357,2970000.0,10628246.486287672,0.0,106.65
128,141.45907919615527,20.278027949211555,95.0,95.0,1.0,0.21345292578117428,0.1433490735585298,0.6715723058557984,-11020988.395492872,2245.1832545367033,4275000.0,15298233.578747408,0.0,110.72
129,166.77280915757254,23.906727687491518,112.0,112.0,1.0,0.21345292578117428,0.1433490735585298,0.6715723058557984,-12993165.26626528,2646.9528895590606,5040000.0,18035812.21915484,0.0,110.72
130,157.83855152413113,23.331448643232793,106.0,106.0,1.0,0.22010800606823394,0.14781844117256593,0.6715723058557984,-12296955.207417954,2652.7857107355685,4769999.999999999,17069607.993128687,0.0,113.7
131,159.32759446303805,22.839463058585647,107.0,107.0,1.0,0.21345292578117428,0.1433490735585298,0.6715723058557984,-12413113.245449867,2528.785349846603,4815000.0,17230642.030799713,0.0,110.72
132,153.37142270741046,21.399088658348127,103.0,103.0,1.0,0.20775814231405948,0.13952461469417005,0.6715723058557984,-11949191.140695438,2314.739420173517,4635000.0,16586505.880115611,0.0,108.17
133,156.34950858522424,21.702049222685034,105.0,105.0,1.0,0.2066861830731908,0.13880471655499643,0.6715723058557984,-12181236.86177687,2337.093680790951,4725000.0,16908573.95545766,0.0,107.69
134,148.90429389068976,21.53511869368792,100.0,100.0,1.0,0.2153511869368792,0.14462389317998306,0.6715723058557984,-11601001.093909878,2402.673192654761,4500000.0,16103403.767102534,0.0,111.57
135,144.43716507396908,20.98438017537786,97.00000000000001,97.0,1.0,0.21633381624100884,0.1452837998075589,0.6715723058557984,-11252951.193666015,2350.4604234440744,4365000.000000001,15620301.65408946,0.0,112.01
136,142.94812213506216,21.241852343600797,96.0,96.0,1.0,0.22126929524584163,0.14859833082333734,0.6715723058557984,-11136841.372043747,2426.244374686083,4320000.0,15459267.616418432,0.0,114.22
137,141.45907919615527,21.041798908330485,95.0,95.0,1.0,0.2214926200876893,0.14874830960233185,0.6715723058557984,-11020828.080296207,2405.4984512003407,4275000.0,15298233.578747408,0.0,114.32
