,date,SMP,LNG (kWh),branch,heat_demand,year,month,day,hour,ymd,imputated_temperature,season
1,2021-01-01 01:00:00,67.53,70.456,강남,663.0,2021,1.0,01,01,2021-01-01,-7.2,겨울
2,2021-01-01 02:00:00,67.55,70.456,강남,656.0,2021,1.0,01,02,2021-01-01,-7.6,겨울
3,2021-01-01 03:00:00,66.74,70.456,강남,635.0,2021,1.0,01,03,2021-01-01,-8.2,겨울
4,2021-01-01 04:00:00,66.74,70.456,강남,622.0,2021,1.0,01,04,2021-01-01,-8.1,겨울
5,2021-01-01 05:00:00,67.72,70.456,강남,603.0,2021,1.0,01,05,2021-01-01,-8.7,겨울
6,2021-01-01 06:00:00,67.72,70.456,강남,621.0,2021,1.0,01,06,2021-01-01,-8.9,겨울
7,2021-01-01 07:00:00,67.72,70.456,강남,621.0,2021,1.0,01,07,2021-01-01,-8.2,겨울
8,2021-01-01 08:00:00,65.93,70.456,강남,625.0,2021,1.0,01,08,2021-01-01,-8.4,겨울
9,2021-01-01 09:00:00,67.72,70.456,강남,631.0,2021,1.0,01,09,2021-01-01,-6.9,겨울
10,2021-01-01 10:00:00,67.72,70.456,강남,608.0,2021,1.0,01,10,2021-01-01,-5.1,겨울
11,2021-01-01 11:00:00,66.46,70.456,강남,603.0,2021,1.0,01,11,2021-01-01,-2.5,겨울
12,2021-01-01 12:00:00,64.62,70.456,강남,557.0,2021,1.0,01,12,2021-01-01,-1.6,겨울
13,2021-01-01 13:00:00,63.31,70.456,강남,529.0,2021,1.0,01,13,2021-01-01,-0.6,겨울
14,2021-01-01 14:00:00,64.52,70.456,강남,489.0,2021,1.0,01,14,2021-01-01,1.3,겨울
15,2021-01-01 15:00:00,66.85,70.456,강남,496.0,2021,1.0,01,15,2021-01-01,0.5,겨울
16,2021-01-01 16:00:00,65.36,70.456,강남,499.0,2021,1.0,01,16,2021-01-01,0.7,겨울
17,2021-01-01 17:00:00,67.72,70.456,강남,536.0,2021,1.0,01,17,2021-01-01,0.1,겨울
18,2021-01-01 18:00:00,67.72,70.456,강남,582.0,2021,1.0,01,18,2021-01-01,-0.3,겨울
19,2021-01-01 19:00:00,67.72,70.456,강남,682.0,2021,1.0,01,19,2021-01-01,-0.9,겨울
20,2021-01-01 20:00:00,67.72,70.456,강남,699.0,2021,1.0,01,20,2021-01-01,-1.5,겨울
21,2021-01-01 21:00:00,67.72,70.456,강남,722.0,2021,1.0,01,21,2021-01-01,-1.4,겨울
22,2021-01-01 22:00:00,67.72,70.456,강남,708.0,2021,1.0,01,22,2021-01-01,-1.2,겨울
23,2021-01-01 23:00:00,68.45,70.456,강남,683.0,2021,1.0,01,23,2021-01-01,-1.4,겨울
24,2021-01-02 00:00:00,68.45,70.456,강남,630.0,2021,1.0,02,00,2021-01-02,-2.0,겨울
25,2021-01-02 01:00:00,69.61,70.456,강남,649.0,2021,1.0,02,01,2021-01-02,-2.7,겨울
26,2021-01-02 02:00:00,68.88,70.456,강남,590.0,2021,1.0,02,02,2021-01-02,-3.6,겨울
27,2021-01-02 03:00:00,68.01,70.456,강남,581.0,2021,1.0,02,03,2021-01-02,-4.1,겨울
28,2021-01-02 04:00:00,66.19,70.456,강남,571.0,2021,1.0,02,04,2021-01-02,-5.1,겨울
29,2021-01-02 05:00:00,66.34,70.456,강남,579.0,2021,1.0,02,05,2021-01-02,-5.2,겨울
30,2021-01-02 06:00:00,68.18,70.456,강남,587.0,2021,1.0,02,06,2021-01-02,-6.0,겨울
31,2021-01-02 07:00:00,68.21,70.456,강남,594.0,2021,1.0,02,07,2021-01-02,-5.9,겨울
32,2021-01-02 08:00:00,69.61,70.456,강남,612.0,2021,1.0,02,08,2021-01-02,-6.6,겨울
33,2021-01-02 09:00:00,67.82,70.456,강남,623.0,2021,1.0,02,09,2021-01-02,-5.7,겨울
34,2021-01-02 10:00:00,65.84,70.456,강남,617.0,2021,1.0,02,10,2021-01-02,-4.3,겨울
35,2021-01-02 11:00:00,67.4,70.456,강남,601.0,2021,1.0,02,11,2021-01-02,-3.2,겨울
36,2021-01-02 12:00:00,65.57,70.456,강남,570.0,2021,1.0,02,12,2021-01-02,-2.2,겨울
37,2021-01-02 13:00:00,64.53,70.456,강남,536.0,2021,1.0,02,13,2021-01-02,-1.4,겨울
38,2021-01-02 14:00:00,64.41,70.456,강남,524.0,2021,1.0,02,14,2021-01-02,-0.6,겨울
39,2021-01-02 15:00:00,64.48,70.456,강남,517.0,2021,1.0,02,15,2021-01-02,-0.7,겨울
40,2021-01-02 16:00:00,69.58,70.456,강남,525.0,2021,1.0,02,16,2021-01-02,-1.4,겨울
41,2021-01-02 17:00:00,67.45,70.456,강남,545.0,2021,1.0,02,17,2021-01-02,-1.8,겨울
42,2021-01-02 18:00:00,69.58,70.456,강남,603.0,2021,1.0,02,18,2021-01-02,-2.4,겨울
43,2021-01-02 19:00:00,69.58,70.456,강남,703.0,2021,1.0,02,19,2021-01-02,-2.6,겨울
44,2021-01-02 20:00:00,69.58,70.456,강남,743.0,2021,1.0,02,20,2021-01-02,-3.0,겨울
45,2021-01-02 21:00:00,67.91,70.456,강남,747.0,2021,1.0,02,21,2021-01-02,-3.5,겨울
46,2021-01-02 22:00:00,67.9,70.456,강남,724.0,2021,1.0,02,22,2021-01-02,-4.1,겨울
47,2021-01-02 23:00:00,68.59,70.456,강남,702.0,2021,1.0,02,23,2021-01-02,-4.6,겨울
48,2021-01-03 00:00:00,69.61,70.456,강남,661.0,2021,1.0,03,00,2021-01-03,-5.5,겨울
49,2021-01-03 01:00:00,66.49,70.456,강남,686.0,2021,1.0,03,01,2021-01-03,-6.0,겨울
50,2021-01-03 02:00:00,67.09,70.456,강남,624.0,2021,1.0,03,02,2021-01-03,-6.5,겨울
51,2021-01-03 03:00:00,68.6,70.456,강남,604.0,2021,1.0,03,03,2021-01-03,-6.4,겨울
52,2021-01-03 04:00:00,63.26,70.456,강남,585.0,2021,1.0,03,04,2021-01-03,-6.7,겨울
53,2021-01-03 05:00:00,63.26,70.456,강남,583.0,2021,1.0,03,05,2021-01-03,-7.0,겨울
54,2021-01-03 06:00:00,66.06,70.456,강남,579.0,2021,1.0,03,06,2021-01-03,-7.4,겨울
55,2021-01-03 07:00:00,69.5,70.456,강남,601.0,2021,1.0,03,07,2021-01-03,-8.2,겨울
56,2021-01-03 08:00:00,69.12,70.456,강남,617.0,2021,1.0,03,08,2021-01-03,-8.5,겨울
57,2021-01-03 09:00:00,68.18,70.456,강남,639.0,2021,1.0,03,09,2021-01-03,-7.0,겨울
58,2021-01-03 10:00:00,62.66,70.456,강남,625.0,2021,1.0,03,10,2021-01-03,-3.4,겨울
59,2021-01-03 11:00:00,69.47,70.456,강남,579.0,2021,1.0,03,11,2021-01-03,-2.7,겨울
60,2021-01-03 12:00:00,68.68,70.456,강남,551.0,2021,1.0,03,12,2021-01-03,-2.2,겨울
61,2021-01-03 13:00:00,62.03,70.456,강남,529.0,2021,1.0,03,13,2021-01-03,-1.3,겨울
62,2021-01-03 14:00:00,66.35,70.456,강남,526.0,2021,1.0,03,14,2021-01-03,-0.8,겨울
63,2021-01-03 15:00:00,66.41,70.456,강남,547.0,2021,1.0,03,15,2021-01-03,-1.1,겨울
64,2021-01-03 16:00:00,69.47,70.456,강남,571.0,2021,1.0,03,16,2021-01-03,-1.3,겨울
65,2021-01-03 17:00:00,67.83,70.456,강남,611.0,2021,1.0,03,17,2021-01-03,-2.0,겨울
66,2021-01-03 18:00:00,69.47,70.456,강남,654.0,2021,1.0,03,18,2021-01-03,-2.4,겨울
67,2021-01-03 19:00:00,69.47,70.456,강남,722.0,2021,1.0,03,19,2021-01-03,-2.6,겨울
68,2021-01-03 20:00:00,69.47,70.456,강남,749.0,2021,1.0,03,20,2021-01-03,-3.0,겨울
69,2021-01-03 21:00:00,67.91,70.456,강남,761.0,2021,1.0,03,21,2021-01-03,-3.6,겨울
70,2021-01-03 22:00:00,66.37,70.456,강남,741.0,2021,1.0,03,22,2021-01-03,-4.7,겨울
71,2021-01-03 23:00:00,67.49,70.456,강남,725.0,2021,1.0,03,23,2021-01-03,-5.0,겨울
72,2021-01-04 00:00:00,67.72,70.456,강남,706.0,2021,1.0,04,00,2021-01-04,-5.0,겨울
73,2021-01-04 01:00:00,66.4,70.456,강남,656.0,2021,1.0,04,01,2021-01-04,-6.0,겨울
74,2021-01-04 02:00:00,64.88,70.456,강남,628.0,2021,1.0,04,02,2021-01-04,-6.6,겨울
75,2021-01-04 03:00:00,62.55,70.456,강남,600.0,2021,1.0,04,03,2021-01-04,-7.5,겨울
76,2021-01-04 04:00:00,62.55,70.456,강남,585.0,2021,1.0,04,04,2021-01-04,-7.5,겨울
77,2021-01-04 05:00:00,64.25,70.456,강남,585.0,2021,1.0,04,05,2021-01-04,-7.9,겨울
78,2021-01-04 06:00:00,66.43,70.456,강남,610.0,2021,1.0,04,06,2021-01-04,-6.6,겨울
79,2021-01-04 07:00:00,69.65,70.456,강남,634.0,2021,1.0,04,07,2021-01-04,-6.7,겨울
80,2021-01-04 08:00:00,71.17,70.456,강남,670.0,2021,1.0,04,08,2021-01-04,-7.4,겨울
81,2021-01-04 09:00:00,73.04,70.456,강남,683.0,2021,1.0,04,09,2021-01-04,-5.8,겨울
82,2021-01-04 10:00:00,84.76,70.456,강남,645.0,2021,1.0,04,10,2021-01-04,-4.2,겨울
83,2021-01-04 11:00:00,72.72,70.456,강남,604.0,2021,1.0,04,11,2021-01-04,-2.7,겨울
84,2021-01-04 12:00:00,71.72,70.456,강남,590.0,2021,1.0,04,12,2021-01-04,-1.4,겨울
85,2021-01-04 13:00:00,69.32,70.456,강남,541.0,2021,1.0,04,13,2021-01-04,-0.9,겨울
86,2021-01-04 14:00:00,69.77,70.456,강남,550.0,2021,1.0,04,14,2021-01-04,0.3,겨울
87,2021-01-04 15:00:00,71.92,70.456,강남,505.0,2021,1.0,04,15,2021-01-04,0.7,겨울
88,2021-01-04 16:00:00,71.92,70.456,강남,523.0,2021,1.0,04,16,2021-01-04,0.6,겨울
89,2021-01-04 17:00:00,72.3,70.456,강남,550.0,2021,1.0,04,17,2021-01-04,0.2,겨울
90,2021-01-04 18:00:00,72.3,70.456,강남,647.0,2021,1.0,04,18,2021-01-04,-0.3,겨울
91,2021-01-04 19:00:00,72.2,70.456,강남,721.0,2021,1.0,04,19,2021-01-04,-0.1,겨울
92,2021-01-04 20:00:00,71.79,70.456,강남,763.0,2021,1.0,04,20,2021-01-04,-0.1,겨울
93,2021-01-04 21:00:00,69.49,70.456,강남,719.0,2021,1.0,04,21,2021-01-04,0.1,겨울
94,2021-01-04 22:00:00,68.18,70.456,강남,707.0,2021,1.0,04,22,2021-01-04,-0.1,겨울
95,2021-01-04 23:00:00,68.18,70.456,강남,671.0,2021,1.0,04,23,2021-01-04,-0.3,겨울
96,2021-01-05 00:00:00,69.44,70.456,강남,628.0,2021,1.0,05,00,2021-01-05,-1.7,겨울
97,2021-01-05 01:00:00,69.33,70.456,강남,755.0,2021,1.0,05,01,2021-01-05,-2.3,겨울
98,2021-01-05 02:00:00,69.33,70.456,강남,567.0,2021,1.0,05,02,2021-01-05,-2.1,겨울
99,2021-01-05 03:00:00,69.33,70.456,강남,538.0,2021,1.0,05,03,2021-01-05,-2.1,겨울
100,2021-01-05 04:00:00,69.33,70.456,강남,504.0,2021,1.0,05,04,2021-01-05,-1.7,겨울
101,2021-01-05 05:00:00,69.33,70.456,강남,496.0,2021,1.0,05,05,2021-01-05,-2.0,겨울
102,2021-01-05 06:00:00,69.33,70.456,강남,503.0,2021,1.0,05,06,2021-01-05,-2.6,겨울
103,2021-01-05 07:00:00,69.44,70.456,강남,554.0,2021,1.0,05,07,2021-01-05,-3.2,겨울
104,2021-01-05 08:00:00,72.79,70.456,강남,628.0,2021,1.0,05,08,2021-01-05,-4.1,겨울
105,2021-01-05 09:00:00,75.78,70.456,강남,696.0,2021,1.0,05,09,2021-01-05,-4.2,겨울
106,2021-01-05 10:00:00,75.78,70.456,강남,688.0,2021,1.0,05,10,2021-01-05,-3.8,겨울
107,2021-01-05 11:00:00,75.58,70.456,강남,627.0,2021,1.0,05,11,2021-01-05,-3.4,겨울
108,2021-01-05 12:00:00,72.87,70.456,강남,597.0,2021,1.0,05,12,2021-01-05,-3.1,겨울
109,2021-01-05 13:00:00,73.89,70.456,강남,559.0,2021,1.0,05,13,2021-01-05,-2.8,겨울
110,2021-01-05 14:00:00,73.31,70.456,강남,541.0,2021,1.0,05,14,2021-01-05,-2.4,겨울
111,2021-01-05 15:00:00,73.31,70.456,강남,512.0,2021,1.0,05,15,2021-01-05,-3.2,겨울
112,2021-01-05 16:00:00,73.31,70.456,강남,504.0,2021,1.0,05,16,2021-01-05,-2.7,겨울
113,2021-01-05 17:00:00,73.31,70.456,강남,530.0,2021,1.0,05,17,2021-01-05,-3.8,겨울
114,2021-01-05 18:00:00,72.82,70.456,강남,701.0,2021,1.0,05,18,2021-01-05,-4.5,겨울
115,2021-01-05 19:00:00,72.82,70.456,강남,764.0,2021,1.0,05,19,2021-01-05,-5.0,겨울
116,2021-01-05 20:00:00,71.59,70.456,강남,793.0,2021,1.0,05,20,2021-01-05,-5.6,겨울
117,2021-01-05 21:00:00,70.72,70.456,강남,808.0,2021,1.0,05,21,2021-01-05,-6.3,겨울
118,2021-01-05 22:00:00,69.07,70.456,강남,804.0,2021,1.0,05,22,2021-01-05,-6.8,겨울
119,2021-01-05 23:00:00,69.08,70.456,강남,753.0,2021,1.0,05,23,2021-01-05,-7.4,겨울
120,2021-01-06 00:00:00,69.65,70.456,강남,704.0,2021,1.0,06,00,2021-01-06,-7.8,겨울
121,2021-01-06 01:00:00,68.81,70.456,강남,695.0,2021,1.0,06,01,2021-01-06,-8.4,겨울
122,2021-01-06 02:00:00,68.81,70.456,강남,656.0,2021,1.0,06,02,2021-01-06,-8.5,겨울
123,2021-01-06 03:00:00,68.81,70.456,강남,647.0,2021,1.0,06,03,2021-01-06,-9.1,겨울
124,2021-01-06 04:00:00,68.81,70.456,강남,641.0,2021,1.0,06,04,2021-01-06,-9.5,겨울
125,2021-01-06 05:00:00,68.81,70.456,강남,628.0,2021,1.0,06,05,2021-01-06,-10.1,겨울
126,2021-01-06 06:00:00,68.81,70.456,강남,634.0,2021,1.0,06,06,2021-01-06,-9.9,겨울
127,2021-01-06 07:00:00,68.81,70.456,강남,644.0,2021,1.0,06,07,2021-01-06,-9.8,겨울
128,2021-01-06 08:00:00,74.06,70.456,강남,716.0,2021,1.0,06,08,2021-01-06,-10.1,겨울
129,2021-01-06 09:00:00,76.65,70.456,강남,764.0,2021,1.0,06,09,2021-01-06,-9.3,겨울
130,2021-01-06 10:00:00,76.64,70.456,강남,718.0,2021,1.0,06,10,2021-01-06,-6.5,겨울
131,2021-01-06 11:00:00,74.85,70.456,강남,610.0,2021,1.0,06,11,2021-01-06,-5.1,겨울
132,2021-01-06 12:00:00,73.9,70.456,강남,601.0,2021,1.0,06,12,2021-01-06,-4.9,겨울
133,2021-01-06 13:00:00,69.52,70.456,강남,562.0,2021,1.0,06,13,2021-01-06,-3.2,겨울
134,2021-01-06 14:00:00,74.1,70.456,강남,535.0,2021,1.0,06,14,2021-01-06,-2.6,겨울
135,2021-01-06 15:00:00,74.1,70.456,강남,530.0,2021,1.0,06,15,2021-01-06,-1.7,겨울
136,2021-01-06 16:00:00,74.18,70.456,강남,521.0,2021,1.0,06,16,2021-01-06,-2.4,겨울
137,2021-01-06 17:00:00,74.18,70.456,강남,541.0,2021,1.0,06,17,2021-01-06,-2.7,겨울
138,2021-01-06 18:00:00,74.18,70.456,강남,661.0,2021,1.0,06,18,2021-01-06,-3.0,겨울
139,2021-01-06 19:00:00,74.18,70.456,강남,744.0,2021,1.0,06,19,2021-01-06,-5.0,겨울
140,2021-01-06 20:00:00,71.71,70.456,강남,808.0,2021,1.0,06,20,2021-01-06,-5.8,겨울
141,2021-01-06 21:00:00,70.82,70.456,강남,810.0,2021,1.0,06,21,2021-01-06,-5.1,겨울
142,2021-01-06 22:00:00,69.09,70.456,강남,816.0,2021,1.0,06,22,2021-01-06,-4.5,겨울
143,2021-01-06 23:00:00,69.09,70.456,강남,801.0,2021,1.0,06,23,2021-01-06,-5.4,겨울
144,2021-01-07 00:00:00,70.65,70.456,강남,770.0,2021,1.0,07,00,2021-01-07,-7.3,겨울
145,2021-01-07 01:00:00,69.33,70.456,강남,655.0,2021,1.0,07,01,2021-01-07,-9.0,겨울
146,2021-01-07 02:00:00,69.65,70.456,강남,736.0,2021,1.0,07,02,2021-01-07,-11.0,겨울
147,2021-01-07 03:00:00,69.33,70.456,강남,737.0,2021,1.0,07,03,2021-01-07,-12.0,겨울
148,2021-01-07 04:00:00,69.33,70.456,강남,711.0,2021,1.0,07,04,2021-01-07,-13.5,겨울
149,2021-01-07 05:00:00,69.33,70.456,강남,696.0,2021,1.0,07,05,2021-01-07,-14.1,겨울
150,2021-01-07 06:00:00,69.33,70.456,강남,705.0,2021,1.0,07,06,2021-01-07,-14.8,겨울
151,2021-01-07 07:00:00,69.33,70.456,강남,754.0,2021,1.0,07,07,2021-01-07,-15.3,겨울
152,2021-01-07 08:00:00,74.72,70.456,강남,782.0,2021,1.0,07,08,2021-01-07,-15.6,겨울
153,2021-01-07 09:00:00,75.53,70.456,강남,799.0,2021,1.0,07,09,2021-01-07,-15.4,겨울
154,2021-01-07 10:00:00,75.72,70.456,강남,785.0,2021,1.0,07,10,2021-01-07,-14.0,겨울
155,2021-01-07 11:00:00,74.83,70.456,강남,769.0,2021,1.0,07,11,2021-01-07,-13.7,겨울
156,2021-01-07 12:00:00,74.21,70.456,강남,749.0,2021,1.0,07,12,2021-01-07,-11.8,겨울
157,2021-01-07 13:00:00,73.3,70.456,강남,706.0,2021,1.0,07,13,2021-01-07,-12.1,겨울
158,2021-01-07 14:00:00,73.25,70.456,강남,683.0,2021,1.0,07,14,2021-01-07,-10.9,겨울
159,2021-01-07 15:00:00,74.72,70.456,강남,662.0,2021,1.0,07,15,2021-01-07,-11.4,겨울
160,2021-01-07 16:00:00,74.69,70.456,강남,670.0,2021,1.0,07,16,2021-01-07,-11.4,겨울
161,2021-01-07 17:00:00,74.79,70.456,강남,685.0,2021,1.0,07,17,2021-01-07,-12.2,겨울
162,2021-01-07 18:00:00,74.69,70.456,강남,744.0,2021,1.0,07,18,2021-01-07,-13.2,겨울
163,2021-01-07 19:00:00,74.69,70.456,강남,840.0,2021,1.0,07,19,2021-01-07,-13.0,겨울
164,2021-01-07 20:00:00,74.22,70.456,강남,867.0,2021,1.0,07,20,2021-01-07,-13.2,겨울
165,2021-01-07 21:00:00,71.17,70.456,강남,883.0,2021,1.0,07,21,2021-01-07,-13.5,겨울
166,2021-01-07 22:00:00,70.72,70.456,강남,890.0,2021,1.0,07,22,2021-01-07,-14.1,겨울
167,2021-01-07 23:00:00,69.33,70.456,강남,886.0,2021,1.0,07,23,2021-01-07,-14.2,겨울
168,2021-01-08 00:00:00,73.03,70.456,강남,838.0,2021,1.0,08,00,2021-01-08,-14.9,겨울
169,2021-01-08 01:00:00,70.26,70.456,강남,820.0,2021,1.0,08,01,2021-01-08,-15.3,겨울
170,2021-01-08 02:00:00,69.33,70.456,강남,773.0,2021,1.0,08,02,2021-01-08,-15.7,겨울
171,2021-01-08 03:00:00,69.33,70.456,강남,732.0,2021,1.0,08,03,2021-01-08,-16.1,겨울
172,2021-01-08 04:00:00,69.33,70.456,강남,733.0,2021,1.0,08,04,2021-01-08,-16.5,겨울
173,2021-01-08 05:00:00,69.33,70.456,강남,723.0,2021,1.0,08,05,2021-01-08,-16.6,겨울
174,2021-01-08 06:00:00,69.33,70.456,강남,754.0,2021,1.0,08,06,2021-01-08,-16.7,겨울
175,2021-01-08 07:00:00,69.33,70.456,강남,760.0,2021,1.0,08,07,2021-01-08,-16.9,겨울
176,2021-01-08 08:00:00,71.99,70.456,강남,818.0,2021,1.0,08,08,2021-01-08,-16.7,겨울
177,2021-01-08 09:00:00,74.25,70.456,강남,839.0,2021,1.0,08,09,2021-01-08,-16.4,겨울
178,2021-01-08 10:00:00,75.55,70.456,강남,850.0,2021,1.0,08,10,2021-01-08,-15.3,겨울
179,2021-01-08 11:00:00,75.04,70.456,강남,796.0,2021,1.0,08,11,2021-01-08,-14.1,겨울
180,2021-01-08 12:00:00,74.21,70.456,강남,742.0,2021,1.0,08,12,2021-01-08,-12.2,겨울
181,2021-01-08 13:00:00,73.14,70.456,강남,698.0,2021,1.0,08,13,2021-01-08,-11.3,겨울
182,2021-01-08 14:00:00,73.8,70.456,강남,686.0,2021,1.0,08,14,2021-01-08,-10.2,겨울
183,2021-01-08 15:00:00,74.8,70.456,강남,672.0,2021,1.0,08,15,2021-01-08,-9.6,겨울
184,2021-01-08 16:00:00,74.75,70.456,강남,666.0,2021,1.0,08,16,2021-01-08,-10.1,겨울
185,2021-01-08 17:00:00,75.97,70.456,강남,737.0,2021,1.0,08,17,2021-01-08,-11.2,겨울
186,2021-01-08 18:00:00,74.8,70.456,강남,782.0,2021,1.0,08,18,2021-01-08,-11.5,겨울
187,2021-01-08 19:00:00,74.66,70.456,강남,850.0,2021,1.0,08,19,2021-01-08,-11.8,겨울
188,2021-01-08 20:00:00,74.66,70.456,강남,868.0,2021,1.0,08,20,2021-01-08,-12.3,겨울
189,2021-01-08 21:00:00,71.25,70.456,강남,905.0,2021,1.0,08,21,2021-01-08,-12.7,겨울
190,2021-01-08 22:00:00,69.33,70.456,강남,885.0,2021,1.0,08,22,2021-01-08,-13.3,겨울
191,2021-01-08 23:00:00,69.33,70.456,강남,908.0,2021,1.0,08,23,2021-01-08,-13.9,겨울
192,2021-01-09 00:00:00,73.03,70.456,강남,879.0,2021,1.0,09,00,2021-01-09,-14.3,겨울
193,2021-01-09 01:00:00,74.37,70.456,강남,789.0,2021,1.0,09,01,2021-01-09,-14.3,겨울
194,2021-01-09 02:00:00,71.33,70.456,강남,798.0,2021,1.0,09,02,2021-01-09,-14.5,겨울
195,2021-01-09 03:00:00,68.52,70.456,강남,754.0,2021,1.0,09,03,2021-01-09,-14.5,겨울
196,2021-01-09 04:00:00,68.52,70.456,강남,738.0,2021,1.0,09,04,2021-01-09,-15.1,겨울
197,2021-01-09 05:00:00,68.52,70.456,강남,716.0,2021,1.0,09,05,2021-01-09,-14.8,겨울
198,2021-01-09 06:00:00,70.88,70.456,강남,729.0,2021,1.0,09,06,2021-01-09,-14.7,겨울
199,2021-01-09 07:00:00,72.02,70.456,강남,749.0,2021,1.0,09,07,2021-01-09,-15.2,겨울
200,2021-01-09 08:00:00,71.0,70.456,강남,750.0,2021,1.0,09,08,2021-01-09,-15.6,겨울
201,2021-01-09 09:00:00,74.54,70.456,강남,786.0,2021,1.0,09,09,2021-01-09,-14.2,겨울
202,2021-01-09 10:00:00,70.68,70.456,강남,798.0,2021,1.0,09,10,2021-01-09,-12.2,겨울
203,2021-01-09 11:00:00,71.68,70.456,강남,756.0,2021,1.0,09,11,2021-01-09,-10.4,겨울
204,2021-01-09 12:00:00,73.25,70.456,강남,712.0,2021,1.0,09,12,2021-01-09,-9.7,겨울
205,2021-01-09 13:00:00,67.73,70.456,강남,701.0,2021,1.0,09,13,2021-01-09,-8.5,겨울
206,2021-01-09 14:00:00,67.98,70.456,강남,664.0,2021,1.0,09,14,2021-01-09,-7.8,겨울
207,2021-01-09 15:00:00,69.32,70.456,강남,668.0,2021,1.0,09,15,2021-01-09,-7.1,겨울
208,2021-01-09 16:00:00,71.42,70.456,강남,691.0,2021,1.0,09,16,2021-01-09,-7.2,겨울
209,2021-01-09 17:00:00,71.56,70.456,강남,716.0,2021,1.0,09,17,2021-01-09,-8.1,겨울
210,2021-01-09 18:00:00,74.08,70.456,강남,779.0,2021,1.0,09,18,2021-01-09,-8.8,겨울
211,2021-01-09 19:00:00,74.37,70.456,강남,830.0,2021,1.0,09,19,2021-01-09,-9.1,겨울
212,2021-01-09 20:00:00,71.61,70.456,강남,858.0,2021,1.0,09,20,2021-01-09,-9.5,겨울
213,2021-01-09 21:00:00,70.99,70.456,강남,903.0,2021,1.0,09,21,2021-01-09,-9.8,겨울
214,2021-01-09 22:00:00,69.83,70.456,강남,876.0,2021,1.0,09,22,2021-01-09,-10.3,겨울
215,2021-01-09 23:00:00,69.97,70.456,강남,828.0,2021,1.0,09,23,2021-01-09,-10.6,겨울
216,2021-01-10 00:00:00,73.54,70.456,강남,784.0,2021,1.0,10,00,2021-01-10,-11.8,겨울
217,2021-01-10 01:00:00,68.39,70.456,강남,760.0,2021,1.0,10,01,2021-01-10,-11.4,겨울
218,2021-01-10 02:00:00,68.35,70.456,강남,754.0,2021,1.0,10,02,2021-01-10,-11.9,겨울
219,2021-01-10 03:00:00,68.39,70.456,강남,720.0,2021,1.0,10,03,2021-01-10,-12.8,겨울
220,2021-01-10 04:00:00,66.02,70.456,강남,702.0,2021,1.0,10,04,2021-01-10,-13.6,겨울
221,2021-01-10 05:00:00,67.72,70.456,강남,697.0,2021,1.0,10,05,2021-01-10,-13.7,겨울
222,2021-01-10 06:00:00,68.05,70.456,강남,703.0,2021,1.0,10,06,2021-01-10,-13.9,겨울
223,2021-01-10 07:00:00,68.46,70.456,강남,712.0,2021,1.0,10,07,2021-01-10,-14.2,겨울
224,2021-01-10 08:00:00,68.46,70.456,강남,717.0,2021,1.0,10,08,2021-01-10,-14.0,겨울
225,2021-01-10 09:00:00,68.43,70.456,강남,736.0,2021,1.0,10,09,2021-01-10,-12.0,겨울
226,2021-01-10 10:00:00,67.56,70.456,강남,740.0,2021,1.0,10,10,2021-01-10,-9.5,겨울
227,2021-01-10 11:00:00,67.56,70.456,강남,712.0,2021,1.0,10,11,2021-01-10,-7.3,겨울
228,2021-01-10 12:00:00,67.75,70.456,강남,682.0,2021,1.0,10,12,2021-01-10,-5.8,겨울
229,2021-01-10 13:00:00,65.29,70.456,강남,646.0,2021,1.0,10,13,2021-01-10,-4.3,겨울
230,2021-01-10 14:00:00,69.47,70.456,강남,622.0,2021,1.0,10,14,2021-01-10,-4.0,겨울
231,2021-01-10 15:00:00,67.59,70.456,강남,614.0,2021,1.0,10,15,2021-01-10,-3.1,겨울
232,2021-01-10 16:00:00,67.64,70.456,강남,614.0,2021,1.0,10,16,2021-01-10,-3.8,겨울
233,2021-01-10 17:00:00,70.1,70.456,강남,652.0,2021,1.0,10,17,2021-01-10,-3.7,겨울
234,2021-01-10 18:00:00,70.1,70.456,강남,740.0,2021,1.0,10,18,2021-01-10,-4.2,겨울
235,2021-01-10 19:00:00,70.16,70.456,강남,821.0,2021,1.0,10,19,2021-01-10,-4.1,겨울
236,2021-01-10 20:00:00,70.16,70.456,강남,831.0,2021,1.0,10,20,2021-01-10,-4.2,겨울
237,2021-01-10 21:00:00,69.47,70.456,강남,841.0,2021,1.0,10,21,2021-01-10,-4.7,겨울
238,2021-01-10 22:00:00,68.88,70.456,강남,832.0,2021,1.0,10,22,2021-01-10,-6.5,겨울
239,2021-01-10 23:00:00,68.93,70.456,강남,820.0,2021,1.0,10,23,2021-01-10,-7.1,겨울
240,2021-01-11 00:00:00,68.98,70.456,강남,790.0,2021,1.0,11,00,2021-01-11,-7.7,겨울
241,2021-01-11 01:00:00,69.62,70.456,강남,728.0,2021,1.0,11,01,2021-01-11,-8.7,겨울
242,2021-01-11 02:00:00,69.62,70.456,강남,712.0,2021,1.0,11,02,2021-01-11,-8.4,겨울
243,2021-01-11 03:00:00,69.62,70.456,강남,692.0,2021,1.0,11,03,2021-01-11,-9.8,겨울
244,2021-01-11 04:00:00,69.62,70.456,강남,687.0,2021,1.0,11,04,2021-01-11,-9.6,겨울
